"registrikood";"tegevusala_kood";"tegevusala_nimetus"
"75014853";"84122 ";"Tervishoiu ja sotsiaalelu haldus "
"75017515";"85102 ";"Lasteaedade tegevus "
"70003974";"85321 ";"Kutseõppeasutuste tegevus "
"75017739";"85313 ";"Gümnaasiumide tegevus "
"75017188";"85102 ";"Lasteaedade tegevus "
"75018147";"85102 ";"Lasteaedade tegevus "
"75018319";"85102 ";"Lasteaedade tegevus "
"75016697";"85313 ";"Gümnaasiumide tegevus "
"75017202";"85102 ";"Lasteaedade tegevus "
"75016705";"85312 ";"Põhikoolide tegevus "
"75016208";"85599 ";"Muu mujal liigitamata koolitus "
"75017521";"85102 ";"Lasteaedade tegevus "
"75017751";"85313 ";"Gümnaasiumide tegevus "
"74001943";"84231 ";"Kohtute tegevus ja haldus "
"75019218";"85102 ";"Lasteaedade tegevus "
"75035720";"85102 ";"Lasteaedade tegevus "
"75019106";"85102 ";"Lasteaedade tegevus "
"75018897";"85313 ";"Gümnaasiumide tegevus "
"75016119";"93291 ";"Kultuurikeskused ja rahvamajad "
"75017219";"85102 ";"Lasteaedade tegevus "
"75016964";"85313 ";"Gümnaasiumide tegevus "
"75017225";"85102 ";"Lasteaedade tegevus "
"75014965";"84122 ";"Tervishoiu ja sotsiaalelu haldus "
"75023800";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75015195";"84124 ";"Vaba aja tegevuse, kultuuri ja religiooni haldus "
"75015982";"93111 ";"Spordirajatiste käitus "
"75038701";"85511 ";"Spordikoolid "
"75018377";"85102 ";"Lasteaedade tegevus "
"75017231";"85102 ";"Lasteaedade tegevus "
"75018977";"85102 ";"Lasteaedade tegevus "
"75017627";"85313 ";"Gümnaasiumide tegevus "
"75018489";"85102 ";"Lasteaedade tegevus "
"70004637";"85321 ";"Kutseõppeasutuste tegevus "
"75018905";"85313 ";"Gümnaasiumide tegevus "
"70003773";"85411 ";"Rakenduskõrgkoolide tegevus "
"74000323";"85421 ";"Ülikoolide tegevus "
"74002629";"85411 ";"Rakenduskõrgkoolide tegevus "
"74000435";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74000375";"85411 ";"Rakenduskõrgkoolide tegevus "
"74000346";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74000524";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74002635";"91021 ";"Muuseumide tegevus "
"74002428";"91011 ";"Raamatukogude tegevus "
"74001434";"71209 ";"Muu teimimine ja analüüs "
"74000330";"85411 ";"Rakenduskõrgkoolide tegevus "
"74001624";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74002121";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74000441";"85411 ";"Rakenduskõrgkoolide tegevus "
"75018294";"85102 ";"Lasteaedade tegevus "
"70003980";"85411 ";"Rakenduskõrgkoolide tegevus "
"75016622";"85102 ";"Lasteaedade tegevus "
"75016467";"85312 ";"Põhikoolide tegevus "
"75028252";"84132 ";"Transpordi ja side haldus "
"70004072";"85321 ";"Kutseõppeasutuste tegevus "
"75019253";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75035619";"47811 ";"Toidukaupade, jookide ja tubakatoodete jaemüük kioskites ja turgudel "
"75016800";"85201 ";"Lasteaed-algkoolide tegevus "
"75018928";"85102 ";"Lasteaedade tegevus "
"75017709";"85313 ";"Gümnaasiumide tegevus "
"75017774";"85313 ";"Gümnaasiumide tegevus "
"70005559";"85321 ";"Kutseõppeasutuste tegevus "
"75018383";"85102 ";"Lasteaedade tegevus "
"75022462";"87201 ";"Vaimupuudega ja psüühiliste erivajadustega isikute hoolekandeasu "
"75017780";"85313 ";"Gümnaasiumide tegevus "
"70001113";"84232 ";"Vanglate ja parandusasutuste haldus "
"75016527";"85102 ";"Lasteaedade tegevus "
"75018271";"85102 ";"Lasteaedade tegevus "
"75017248";"85102 ";"Lasteaedade tegevus "
"75019129";"85313 ";"Gümnaasiumide tegevus "
"75019135";"85313 ";"Gümnaasiumide tegevus "
"75018207";"93291 ";"Kultuurikeskused ja rahvamajad "
"75017797";"85313 ";"Gümnaasiumide tegevus "
"75017254";"85102 ";"Lasteaedade tegevus "
"74000122";"85421 ";"Ülikoolide tegevus "
"74001529";"91011 ";"Raamatukogude tegevus "
"75017260";"85102 ";"Lasteaedade tegevus "
"75022551";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75024870";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75000443";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75036659";"85102 ";"Lasteaedade tegevus "
"75010690";"91011 ";"Raamatukogude tegevus "
"75026968";"85313 ";"Gümnaasiumide tegevus "
"75018868";"84123 ";"Elamu- ja kommunaalmajanduse haldus "
"75026997";"93291 ";"Kultuurikeskused ja rahvamajad "
"75026951";"85102 ";"Lasteaedade tegevus "
"75026974";"91011 ";"Raamatukogude tegevus "
"75034353";"93111 ";"Spordirajatiste käitus "
"75009728";"85102 ";"Lasteaedade tegevus "
"75033431";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75019558";"85313 ";"Gümnaasiumide tegevus "
"75019537";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75019543";"93291 ";"Kultuurikeskused ja rahvamajad "
"75019508";"91011 ";"Raamatukogude tegevus "
"75019514";"91021 ";"Muuseumide tegevus "
"75019520";"85521 ";"Muusika- ja kunstikoolitus "
"75027761";"93111 ";"Spordirajatiste käitus "
"75033477";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75019566";"85312 ";"Põhikoolide tegevus "
"75012587";"91011 ";"Raamatukogude tegevus "
"70003247";"84139 ";"Muud majandustegevust toetavad tegevused "
"75005883";"91011 ";"Raamatukogude tegevus "
"75026365";"91011 ";"Raamatukogude tegevus "
"75026371";"93291 ";"Kultuurikeskused ja rahvamajad "
"75006859";"85312 ";"Põhikoolide tegevus "
"75006925";"85313 ";"Gümnaasiumide tegevus "
"75006948";"85312 ";"Põhikoolide tegevus "
"70004264";"85312 ";"Põhikoolide tegevus "
"75006871";"85313 ";"Gümnaasiumide tegevus "
"74001957";"84231 ";"Kohtute tegevus ja haldus "
"75006919";"85312 ";"Põhikoolide tegevus "
"75007008";"85313 ";"Gümnaasiumide tegevus "
"70004034";"85312 ";"Põhikoolide tegevus "
"75006730";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75006575";"85521 ";"Muusika- ja kunstikoolitus "
"75006581";"85521 ";"Muusika- ja kunstikoolitus "
"75037400";"85313 ";"Gümnaasiumide tegevus "
"75006865";"85312 ";"Põhikoolide tegevus "
"75006977";"85312 ";"Põhikoolide tegevus "
"75007126";"85102 ";"Lasteaedade tegevus "
"75006954";"85312 ";"Põhikoolide tegevus "
"75038776";"85313 ";"Gümnaasiumide tegevus "
"75006983";"85312 ";"Põhikoolide tegevus "
"70004092";"85321 ";"Kutseõppeasutuste tegevus "
"70004366";"91021 ";"Muuseumide tegevus "
"75024308";"85321 ";"Kutseõppeasutuste tegevus "
"70005950";"85411 ";"Rakenduskõrgkoolide tegevus "
"75006701";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75007149";"85102 ";"Lasteaedade tegevus "
"75007184";"85102 ";"Lasteaedade tegevus "
"75007327";"85102 ";"Lasteaedade tegevus "
"75007250";"85102 ";"Lasteaedade tegevus "
"75007089";"85102 ";"Lasteaedade tegevus "
"75007132";"85102 ";"Lasteaedade tegevus "
"75007118";"85102 ";"Lasteaedade tegevus "
"75035743";"85102 ";"Lasteaedade tegevus "
"75007296";"85102 ";"Lasteaedade tegevus "
"75034896";"85102 ";"Lasteaedade tegevus "
"75007190";"85102 ";"Lasteaedade tegevus "
"75007209";"85102 ";"Lasteaedade tegevus "
"75007221";"85102 ";"Lasteaedade tegevus "
"75007155";"85102 ";"Lasteaedade tegevus "
"75008597";"85102 ";"Lasteaedade tegevus "
"75007215";"85102 ";"Lasteaedade tegevus "
"75007333";"85102 ";"Lasteaedade tegevus "
"75007282";"85102 ";"Lasteaedade tegevus "
"75007273";"85102 ";"Lasteaedade tegevus "
"75007178";"85102 ";"Lasteaedade tegevus "
"75007267";"85102 ";"Lasteaedade tegevus "
"75007103";"85102 ";"Lasteaedade tegevus "
"75035387";"85102 ";"Lasteaedade tegevus "
"75007161";"85102 ";"Lasteaedade tegevus "
"75007238";"85102 ";"Lasteaedade tegevus "
"75007310";"85102 ";"Lasteaedade tegevus "
"75007095";"85102 ";"Lasteaedade tegevus "
"75006598";"85521 ";"Muusika- ja kunstikoolitus "
"75006635";"91021 ";"Muuseumide tegevus "
"75006546";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75006552";"84119 ";"Mujal liigitamata riigi haldustegevus "
"74001966";"84231 ";"Kohtute tegevus ja haldus "
"75007014";"85312 ";"Põhikoolide tegevus "
"75007304";"85102 ";"Lasteaedade tegevus "
"70000622";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75006894";"85313 ";"Gümnaasiumide tegevus "
"75006629";"91021 ";"Muuseumide tegevus "
"70003785";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"75006569";"91011 ";"Raamatukogude tegevus "
"75006820";"85312 ";"Põhikoolide tegevus "
"74001972";"84231 ";"Kohtute tegevus ja haldus "
"75006842";"85313 ";"Gümnaasiumide tegevus "
"75039296";"85312 ";"Põhikoolide tegevus "
"70005714";"85411 ";"Rakenduskõrgkoolide tegevus "
"75007020";"85313 ";"Gümnaasiumide tegevus "
"75033537";"85511 ";"Spordikoolid "
"75006486";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70006056";"84232 ";"Vanglate ja parandusasutuste haldus "
"75006931";"85312 ";"Põhikoolide tegevus "
"75006960";"85312 ";"Põhikoolide tegevus "
"75006799";"96032 ";"Kalmistute ja krematooriumite tegevus "
"75006766";"87909 ";"Muude mujal liigitamata hoolekandeasutuste tegevus "
"75012305";"85521 ";"Muusika- ja kunstikoolitus "
"74001073";"85421 ";"Ülikoolide tegevus "
"70000177";"71209 ";"Muu teimimine ja analüüs "
"75035536";"85529 ";"Muu huvikoolitus "
"75012618";"85313 ";"Gümnaasiumide tegevus "
"75035464";"85102 ";"Lasteaedade tegevus "
"75034028";"91021 ";"Muuseumide tegevus "
"75012200";"85521 ";"Muusika- ja kunstikoolitus "
"75012647";"91011 ";"Raamatukogude tegevus "
"75012191";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70005938";"84119 ";"Mujal liigitamata riigi haldustegevus "
"70003218";"71209 ";"Muu teimimine ja analüüs "
"70006292";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"70008799";"84122 ";"Tervishoiu ja sotsiaalelu haldus "
"75022692";"85102 ";"Lasteaedade tegevus "
"75006658";"93291 ";"Kultuurikeskused ja rahvamajad "
"75009533";"85102 ";"Lasteaedade tegevus "
"75009480";"85312 ";"Põhikoolide tegevus "
"75009527";"91011 ";"Raamatukogude tegevus "
"75001514";"85313 ";"Gümnaasiumide tegevus "
"75001537";"85521 ";"Muusika- ja kunstikoolitus "
"75001543";"91011 ";"Raamatukogude tegevus "
"75038188";"52221 ";"Sadamate töö ja veeteede kasutamisega seotud tegevused "
"75001477";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75023776";"93111 ";"Spordirajatiste käitus "
"75037759";"58131 ";"Ajalehtede kirjastamine "
"75038753";"93111 ";"Spordirajatiste käitus "
"75038765";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75000727";"93111 ";"Spordirajatiste käitus "
"75000667";"85311 ";"Lasteaed-põhikoolide tegevus "
"75000710";"91011 ";"Raamatukogude tegevus "
"75000650";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75024857";"85201 ";"Lasteaed-algkoolide tegevus "
"75027778";"91011 ";"Raamatukogude tegevus "
"75024840";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75015580";"85102 ";"Lasteaedade tegevus "
"75015611";"91021 ";"Muuseumide tegevus "
"75015634";"85312 ";"Põhikoolide tegevus "
"75015597";"91011 ";"Raamatukogude tegevus "
"75015700";"93291 ";"Kultuurikeskused ja rahvamajad "
"75035631";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75011760";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75023728";"91011 ";"Raamatukogude tegevus "
"75023697";"93291 ";"Kultuurikeskused ja rahvamajad "
"75038687";"93111 ";"Spordirajatiste käitus "
"75023645";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75039037";"85529 ";"Muu huvikoolitus "
"75020463";"85102 ";"Lasteaedade tegevus "
"75020457";"85312 ";"Põhikoolide tegevus "
"75020492";"93291 ";"Kultuurikeskused ja rahvamajad "
"75020475";"91011 ";"Raamatukogude tegevus "
"75000905";"91011 ";"Raamatukogude tegevus "
"75000880";"93291 ";"Kultuurikeskused ja rahvamajad "
"75019721";"52221 ";"Sadamate töö ja veeteede kasutamisega seotud tegevused "
"75002235";"85313 ";"Gümnaasiumide tegevus "
"75002258";"91011 ";"Raamatukogude tegevus "
"75002264";"93291 ";"Kultuurikeskused ja rahvamajad "
"75002241";"85102 ";"Lasteaedade tegevus "
"75000986";"91011 ";"Raamatukogude tegevus "
"75022255";"91011 ";"Raamatukogude tegevus "
"75022284";"93291 ";"Kultuurikeskused ja rahvamajad "
"75008775";"85311 ";"Lasteaed-põhikoolide tegevus "
"75024900";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75008918";"93291 ";"Kultuurikeskused ja rahvamajad "
"75008893";"91011 ";"Raamatukogude tegevus "
"75004263";"85102 ";"Lasteaedade tegevus "
"75004228";"85312 ";"Põhikoolide tegevus "
"75004240";"91011 ";"Raamatukogude tegevus "
"75004205";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75035275";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010312";"85312 ";"Põhikoolide tegevus "
"75010387";"85102 ";"Lasteaedade tegevus "
"75010335";"91011 ";"Raamatukogude tegevus "
"75015404";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75025242";"91011 ";"Raamatukogude tegevus "
"75025319";"93291 ";"Kultuurikeskused ja rahvamajad "
"75013304";"91011 ";"Raamatukogude tegevus "
"75002229";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75007959";"85102 ";"Lasteaedade tegevus "
"75036820";"85529 ";"Muu huvikoolitus "
"75005759";"85313 ";"Gümnaasiumide tegevus "
"75005707";"93291 ";"Kultuurikeskused ja rahvamajad "
"75005771";"85102 ";"Lasteaedade tegevus "
"75005802";"85102 ";"Lasteaedade tegevus "
"75005742";"91011 ";"Raamatukogude tegevus "
"75014126";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75005794";"39001 ";"Saastekäitlus ja muud jäätmekäitlustegevused "
"75005736";"91011 ";"Raamatukogude tegevus "
"75005699";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75005788";"85521 ";"Muusika- ja kunstikoolitus "
"75007497";"91011 ";"Raamatukogude tegevus "
"75007468";"85102 ";"Lasteaedade tegevus "
"75013262";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75013339";"85313 ";"Gümnaasiumide tegevus "
"75013322";"85102 ";"Lasteaedade tegevus "
"75013291";"91011 ";"Raamatukogude tegevus "
"75013285";"93291 ";"Kultuurikeskused ja rahvamajad "
"75013256";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70001969";"84139 ";"Muud majandustegevust toetavad tegevused "
"75038983";"84123 ";"Elamu- ja kommunaalmajanduse haldus "
"75004091";"84123 ";"Elamu- ja kommunaalmajanduse haldus "
"75006368";"93291 ";"Kultuurikeskused ja rahvamajad "
"75006345";"85102 ";"Lasteaedade tegevus "
"75006380";"91021 ";"Muuseumide tegevus "
"75006316";"85521 ";"Muusika- ja kunstikoolitus "
"75036725";"85529 ";"Muu huvikoolitus "
"75006374";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75037378";"85312 ";"Põhikoolide tegevus "
"75006285";"91011 ";"Raamatukogude tegevus "
"75006291";"85202 ";"Algkoolide tegevus "
"75033460";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75037386";"85313 ";"Gümnaasiumide tegevus "
"75027258";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75038345";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75012481";"85312 ";"Põhikoolide tegevus "
"75012512";"91011 ";"Raamatukogude tegevus "
"75022396";"93291 ";"Kultuurikeskused ja rahvamajad "
"75020434";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75035051";"93291 ";"Kultuurikeskused ja rahvamajad "
"75020428";"91011 ";"Raamatukogude tegevus "
"75009585";"85202 ";"Algkoolide tegevus "
"75009645";"91011 ";"Raamatukogude tegevus "
"70003603";"85312 ";"Põhikoolide tegevus "
"75015516";"91011 ";"Raamatukogude tegevus "
"75015456";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75015462";"93291 ";"Kultuurikeskused ja rahvamajad "
"75015924";"93291 ";"Kultuurikeskused ja rahvamajad "
"75022485";"85202 ";"Algkoolide tegevus "
"75034867";"91011 ";"Raamatukogude tegevus "
"75029926";"93291 ";"Kultuurikeskused ja rahvamajad "
"75035571";"85529 ";"Muu huvikoolitus "
"75035565";"85102 ";"Lasteaedade tegevus "
"75023438";"85312 ";"Põhikoolide tegevus "
"75023409";"91011 ";"Raamatukogude tegevus "
"75023415";"93291 ";"Kultuurikeskused ja rahvamajad "
"75036257";"93291 ";"Kultuurikeskused ja rahvamajad "
"75025271";"85102 ";"Lasteaedade tegevus "
"75025259";"91011 ";"Raamatukogude tegevus "
"75015501";"91011 ";"Raamatukogude tegevus "
"74000234";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"70008256";"84119 ";"Mujal liigitamata riigi haldustegevus "
"70004784";"85312 ";"Põhikoolide tegevus "
"75025450";"91011 ";"Raamatukogude tegevus "
"75025360";"93291 ";"Kultuurikeskused ja rahvamajad "
"75001833";"85201 ";"Lasteaed-algkoolide tegevus "
"75001827";"91011 ";"Raamatukogude tegevus "
"75023711";"93291 ";"Kultuurikeskused ja rahvamajad "
"75026187";"85312 ";"Põhikoolide tegevus "
"75026141";"91011 ";"Raamatukogude tegevus "
"75003660";"85312 ";"Põhikoolide tegevus "
"75003602";"91011 ";"Raamatukogude tegevus "
"75010223";"85529 ";"Muu huvikoolitus "
"75026483";"85102 ";"Lasteaedade tegevus "
"75010200";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75009734";"85312 ";"Põhikoolide tegevus "
"75009705";"91011 ";"Raamatukogude tegevus "
"75005067";"85313 ";"Gümnaasiumide tegevus "
"70004293";"85312 ";"Põhikoolide tegevus "
"75025101";"85313 ";"Gümnaasiumide tegevus "
"75005133";"91011 ";"Raamatukogude tegevus "
"75005110";"93291 ";"Kultuurikeskused ja rahvamajad "
"75005096";"85102 ";"Lasteaedade tegevus "
"75005085";"85102 ";"Lasteaedade tegevus "
"75005104";"85102 ";"Lasteaedade tegevus "
"75005156";"85102 ";"Lasteaedade tegevus "
"75026247";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75004748";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75000940";"84119 ";"Mujal liigitamata riigi haldustegevus "
"70002727";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75038960";"91021 ";"Muuseumide tegevus "
"75005127";"85521 ";"Muusika- ja kunstikoolitus "
"75005073";"85312 ";"Põhikoolide tegevus "
"75009786";"85312 ";"Põhikoolide tegevus "
"75005140";"96041 ";"Saunade, solaariumite ja massaaşisalongide tegevus jm füüsilise "
"75039327";"93111 ";"Spordirajatiste käitus "
"75008491";"85599 ";"Muu mujal liigitamata koolitus "
"70005571";"85321 ";"Kutseõppeasutuste tegevus "
"70000160";"71209 ";"Muu teimimine ja analüüs "
"75035358";"93111 ";"Spordirajatiste käitus "
"75011145";"91011 ";"Raamatukogude tegevus "
"75035364";"85529 ";"Muu huvikoolitus "
"75011085";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75022887";"85312 ";"Põhikoolide tegevus "
"75022976";"91011 ";"Raamatukogude tegevus "
"75007681";"85201 ";"Lasteaed-algkoolide tegevus "
"75020670";"85102 ";"Lasteaedade tegevus "
"75020664";"85312 ";"Põhikoolide tegevus "
"75020693";"91011 ";"Raamatukogude tegevus "
"75020687";"91011 ";"Raamatukogude tegevus "
"75020658";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75021862";"85102 ";"Lasteaedade tegevus "
"75021770";"85312 ";"Põhikoolide tegevus "
"75021927";"91011 ";"Raamatukogude tegevus "
"75021818";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021942";"93111 ";"Spordirajatiste käitus "
"75012676";"85102 ";"Lasteaedade tegevus "
"75017395";"85312 ";"Põhikoolide tegevus "
"75009510";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021089";"91011 ";"Raamatukogude tegevus "
"75024107";"85102 ";"Lasteaedade tegevus "
"75024063";"85312 ";"Põhikoolide tegevus "
"75024515";"91011 ";"Raamatukogude tegevus "
"75024047";"93291 ";"Kultuurikeskused ja rahvamajad "
"70004643";"85321 ";"Kutseõppeasutuste tegevus "
"75025288";"85102 ";"Lasteaedade tegevus "
"75025029";"91011 ";"Raamatukogude tegevus "
"75017805";"85313 ";"Gümnaasiumide tegevus "
"75009059";"85312 ";"Põhikoolide tegevus "
"75009071";"91011 ";"Raamatukogude tegevus "
"75009042";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75009065";"85102 ";"Lasteaedade tegevus "
"75000584";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75035938";"85102 ";"Lasteaedade tegevus "
"75000561";"85312 ";"Põhikoolide tegevus "
"75000555";"93291 ";"Kultuurikeskused ja rahvamajad "
"75000549";"91011 ";"Raamatukogude tegevus "
"75000526";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75035766";"85201 ";"Lasteaed-algkoolide tegevus "
"75022841";"93291 ";"Kultuurikeskused ja rahvamajad "
"75011056";"91011 ";"Raamatukogude tegevus "
"75001419";"85313 ";"Gümnaasiumide tegevus "
"75001448";"93291 ";"Kultuurikeskused ja rahvamajad "
"75001431";"85102 ";"Lasteaedade tegevus "
"75001454";"91011 ";"Raamatukogude tegevus "
"75001402";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75001997";"85521 ";"Muusika- ja kunstikoolitus "
"75002040";"91011 ";"Raamatukogude tegevus "
"75002034";"85102 ";"Lasteaedade tegevus "
"75002011";"85312 ";"Põhikoolide tegevus "
"75002057";"93291 ";"Kultuurikeskused ja rahvamajad "
"75032228";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75001980";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75013762";"85312 ";"Põhikoolide tegevus "
"75009906";"93291 ";"Kultuurikeskused ja rahvamajad "
"75034525";"85102 ";"Lasteaedade tegevus "
"75010536";"85312 ";"Põhikoolide tegevus "
"75010542";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010507";"91011 ";"Raamatukogude tegevus "
"75010499";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75021066";"85313 ";"Gümnaasiumide tegevus "
"75021103";"85102 ";"Lasteaedade tegevus "
"75021043";"85521 ";"Muusika- ja kunstikoolitus "
"75021072";"91011 ";"Raamatukogude tegevus "
"75021110";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021020";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75014043";"85312 ";"Põhikoolide tegevus "
"75014089";"91011 ";"Raamatukogude tegevus "
"75014103";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010683";"91011 ";"Raamatukogude tegevus "
"70002414";"84132 ";"Transpordi ja side haldus "
"75012110";"85201 ";"Lasteaed-algkoolide tegevus "
"75026738";"93291 ";"Kultuurikeskused ja rahvamajad "
"75011033";"91021 ";"Muuseumide tegevus "
"75010878";"91011 ";"Raamatukogude tegevus "
"75033922";"93291 ";"Kultuurikeskused ja rahvamajad "
"75030349";"91011 ";"Raamatukogude tegevus "
"75025325";"85102 ";"Lasteaedade tegevus "
"75035832";"85529 ";"Muu huvikoolitus "
"75020285";"91011 ";"Raamatukogude tegevus "
"75031426";"93291 ";"Kultuurikeskused ja rahvamajad "
"75020246";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75034815";"85102 ";"Lasteaedade tegevus "
"70000094";"84131 ";"Põllumajanduse, metsanduse, maakasutuse, kalanduse ja jahinduse "
"70000065";"71209 ";"Muu teimimine ja analüüs "
"75024076";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75024030";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75015723";"85201 ";"Lasteaed-algkoolide tegevus "
"75035693";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010973";"85102 ";"Lasteaedade tegevus "
"75029122";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75010950";"91011 ";"Raamatukogude tegevus "
"75030332";"91011 ";"Raamatukogude tegevus "
"75023482";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75021304";"85313 ";"Gümnaasiumide tegevus "
"75021285";"85521 ";"Muusika- ja kunstikoolitus "
"75021296";"85521 ";"Muusika- ja kunstikoolitus "
"75021706";"91011 ";"Raamatukogude tegevus "
"75021250";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75024998";"85202 ";"Algkoolide tegevus "
"75025265";"85102 ";"Lasteaedade tegevus "
"75025236";"91011 ";"Raamatukogude tegevus "
"75025302";"93291 ";"Kultuurikeskused ja rahvamajad "
"75004547";"85102 ";"Lasteaedade tegevus "
"75004582";"91011 ";"Raamatukogude tegevus "
"75034838";"93291 ";"Kultuurikeskused ja rahvamajad "
"75001922";"91011 ";"Raamatukogude tegevus "
"70009341";"85313 ";"Gümnaasiumide tegevus "
"75005446";"85529 ";"Muu huvikoolitus "
"75005305";"85313 ";"Gümnaasiumide tegevus "
"75005297";"85312 ";"Põhikoolide tegevus "
"75005400";"85313 ";"Gümnaasiumide tegevus "
"75033520";"85521 ";"Muusika- ja kunstikoolitus "
"70005565";"85321 ";"Kutseõppeasutuste tegevus "
"75005363";"85102 ";"Lasteaedade tegevus "
"75005392";"85102 ";"Lasteaedade tegevus "
"75005386";"85102 ";"Lasteaedade tegevus "
"75005340";"85102 ";"Lasteaedade tegevus "
"75005334";"85102 ";"Lasteaedade tegevus "
"75005357";"85102 ";"Lasteaedade tegevus "
"75038747";"84123 ";"Elamu- ja kommunaalmajanduse haldus "
"75005423";"91011 ";"Raamatukogude tegevus "
"75005222";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70002791";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"70002874";"91021 ";"Muuseumide tegevus "
"75005452";"85521 ";"Muusika- ja kunstikoolitus "
"75005274";"90011 ";"Teatri- ja tantsuetenduste lavastamine ja esitamine "
"75005311";"85313 ";"Gümnaasiumide tegevus "
"75005239";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75005280";"93111 ";"Spordirajatiste käitus "
"75005268";"85511 ";"Spordikoolid "
"75005379";"85313 ";"Gümnaasiumide tegevus "
"75038606";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75039244";"85102 ";"Lasteaedade tegevus "
"70000154";"71209 ";"Muu teimimine ja analüüs "
